,city,latitude,longitude,attacktype,targtype,targsubtype,target,weaptype,weapsubtype,gname,Month,Day,Year
4043,Janiguda,19.028722,82.694242,2036,313,18,Vehicle,2121,674,383,2,10,2012
4044,Giridih district,24.177863,86.306667,592,417,142,Road Construction Company Employees,1813,1564,383,2,18,2012
4045,Jisugittam,25.32656,90.563989,2036,786,171,Patrol,2121,674,82,2,24,2012
4046,Bansamawe,25.61684,90.531203,1514,786,433,Former Constable: Warnath S. Sangma,1813,1564,82,2,26,2012
4047,Sandarpuram,10.95739,76.971507,437,86,6,Office,382,46,1414,2,26,2012
4048,Ramdapara,25.564932,90.225271,1514,786,433,Sub-Divisional Police Officer Sacheng R. Marak,1813,1564,82,2,28,2012
4049,Imphal East district,24.780654,93.967437,2036,1538,189,Residence of Candidate: Elangbam Chand,2121,533,12,3,3,2012
4050,Baleshbahali,20.8167,82.5333,437,417,142,Construction Vehicles,382,329,1546,3,3,2012
4051,Ankadeli,18.856056,82.734714,437,89,67,Cell Phone Tower,382,46,383,3,11,2012
4052,Patrapali,21.177289,83.567061,592,417,142,Construction Supervisor: Mohammad Itar,1813,1564,1546,3,18,2012
4053,Malkangiri,18.364195,81.892418,2036,876,143,Panchayat office,2121,265,383,3,18,2012
4054,Imphal,24.806291,93.948303,592,876,296,Haokholal Hangshing,371,403,5,3,20,2012
4055,Jamui,24.92326,86.220238,2036,368,43,Bridge,2121,674,1546,3,22,2012
4056,Unknown,18.813487,82.712333,592,876,315,Member: Jhina Hikaka,1813,1564,383,3,24,2012
4057,Khairiput,18.486587,82.237957,1514,786,433,Sub-Inspector: Krushna Chandra Rath,1813,1564,383,3,22,2012
4058,Turekela,20.498551,82.810186,437,417,51,Liquor Store,382,329,383,3,24,2012
4059,Gadchiroli,20.181843,80.006844,2036,786,433,Officers,2121,265,383,3,27,2012
4060,Imphal West district,24.817544,93.916458,2036,417,22,Psychiatry Department,2121,533,1,3,29,2012
4061,Lokaichar,25.376892,89.869963,2036,1538,186,Civilian: Pyara Begum,2121,533,82,4,5,2012
4062,Tamulpur,26.639243,91.574214,2036,83,221,Unknown,2121,674,238,4,7,2012
4063,Numaligarh,26.588354,93.748589,2036,417,23,Refinery,2121,2,238,4,7,2012
4064,Murhu,22.96908,85.289352,1514,368,74,Bus,1813,1564,24,4,11,2012
4065,Dadengre,25.722446,90.190917,1514,786,433,Police Team,1813,1564,82,4,12,2012
4066,Bordumsa,27.51586,95.877973,2036,1538,78,Market,2121,533,1414,4,12,2012
4067,Etapalli,19.598777,80.22691,200,1538,189,Leader: Kewal Atkamwar,1813,1564,383,4,13,2012
4068,Sukma,18.390961,81.662323,592,876,296,"Alex Paul Menon, and two bodyguards.",1813,1564,383,4,21,2012
4069,Gaighat,21.812516,80.183832,437,417,142,Construction Site,382,329,383,4,24,2012
4070,Sibbari,25.198651,90.554631,1514,1538,55,Vehicle,1813,1564,82,4,25,2012
4071,Markegaon,20.181843,80.006844,33,1538,266,"Former Maoists: Devrao Usendi, Ramsai Narote",243,25,383,4,26,2012
4072,Madurai,9.925201,78.119775,2036,66,35,Temple,2121,315,1414,5,1,2012
4073,Koraput,18.813487,82.712333,592,1538,15,Farmer: Balaram Naik,243,181,383,5,2,2012
4074,Kalimela,17.838008,81.428585,1514,1538,266,Contractor: Subala Sil,243,181,383,5,4,2012
4075,Wangkhem,24.666465,94.023631,2036,417,51,Residence of Shop Owner,2121,674,1414,5,5,2012
4076,Kishtwar district,33.311591,75.766219,2036,786,433,Residence of Officer: Shadi Lal,2121,533,1414,5,7,2012
4077,Asansol,23.687114,86.97355,1514,876,315,Member: Arpan Mukhopadhyay,1813,1564,1414,5,10,2012
4078,Narayanpatna,18.879649,83.169137,1514,1538,266,Contractor: J Rajendra Prasad,243,181,383,5,11,2012
4079,Posotia,22.447033,85.254824,2036,368,205,Train,2121,674,1546,5,14,2012
4080,Sangli,16.854884,74.56357,437,876,143,Offices,382,46,1,5,14,2012
4081,Jambulghata,20.54912,79.456337,592,786,164,Forest Depot,382,329,383,5,14,2012
4082,Unknown,18.390844,81.662323,592,86,73,District Committee Secretary: Mochaki Joga,371,403,383,5,14,2012
4083,Chhota Nagra,22.239795,85.305001,1514,1538,186,Civilian: Duku,1813,1564,1546,5,14,2012
4084,Gurpa,24.562394,85.296825,2036,368,205,Railway Station,2121,674,1546,5,16,2012
4085,Tellapur,17.466449,78.284582,2036,83,221,Unknown,2121,315,2,5,16,2012
4086,Khairaput,18.486587,82.237957,1514,1538,266,Contractor: Budra Dhangada Majhi,1813,1564,383,5,19,2012
4087,Kondapur,17.4721,78.344397,2036,876,315,Residence of Member: Lagadpati Rajagopal,2121,674,2,5,25,2012
4088,Phillobari,27.556664,95.692979,2036,1538,189,Residence of Leader,2121,75,238,5,25,2012
4089,Kanaguda,18.363526,81.895253,2036,786,171,Vehicle,2121,265,383,5,27,2012
4090,Arrah,25.558029,84.66748,200,102,17,Chief: Ranvir Sena,1813,1564,1414,6,1,2012
4091,Bhanpuri,21.091089,80.931236,2036,786,433,Officer,2121,674,383,6,2,2012
4092,Bhagalpur,25.24003,86.984512,592,1538,447,Civilians,243,181,383,6,2,2012
4093,Munger district,25.197613,86.540267,592,1538,266,Suspected Informants,371,403,383,6,3,2012
4094,Gangapur,18.8,80.8167,200,102,17,Local Leader: Chika Mazi,1813,1564,383,6,5,2012
4095,Kuitopa village,22.709817,85.538047,200,86,73,Youth Leader: Morcha,1813,1564,1546,6,5,2012
4096,Gaffabal,33.666494,75.013278,1514,876,296,Panchayat Member: Mushtaq Ahmad Bhat,1813,180,1414,6,7,2012
4097,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4098,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4099,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4100,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4101,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4102,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4103,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4104,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4105,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4106,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4107,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4108,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4109,Unknown,20.237556,84.270018,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,9,2012
4110,Bandhugaon,18.933338,83.257291,592,1538,186,Tribal Elder: Mameka Taudu,243,181,383,6,8,2012
4111,Narayanpatna,18.96149,82.27448,1514,1538,186,Tribal Elder: Sukra Huika,1813,1564,1546,6,11,2012
4112,Gadchiroli,20.181843,80.006844,1514,1538,266,Civil contractor Sanjay Mandal,1813,44,383,6,11,2012
4113,Kharprakhol,20.75041,82.862716,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,11,2012
4114,Kharprakhol,20.75041,82.862716,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,11,2012
4115,Kharprakhol,20.75041,82.862716,437,876,143,Tendu Leaf Warehouse,382,329,1546,6,11,2012
4116,Garo Hills,25.5,90.333333,1514,1538,266,Former Garo National Liberation Army (GNLA) Member: Sonaram R. Sangma,1813,1564,82,6,15,2012
4117,Mendipathar,25.903983,90.64411,1514,786,433,Secretary: Sengkan K Sangma,1813,1564,82,6,15,2012
4118,Ghorparan,24.927484,86.330092,592,368,205,Employees,1813,1564,383,6,20,2012
4119,Bandhugaon,18.933338,83.257291,1514,1538,266,Former panchayat Pidika Sarbo,243,181,383,6,25,2012
4120,Balangir,20.7167,83.4833,437,417,51,Kendu Leaf Warehouse,382,329,383,6,25,2012
4121,Topchanchi,23.905309,86.193332,2036,786,171,Patrol,2121,674,1546,6,27,2012
4122,Pachra,23.747365,84.428637,2036,876,143,Panchayat Building,2121,53,1546,6,29,2012
4123,Lumdiengiri,25.580833,91.873611,1514,786,164,Police Station,1813,180,3,7,2,2012
4124,Madakapodur,18.363526,81.895253,200,876,315,Former Sarpanch: Ganggadhar Chalana,1813,1564,383,7,5,2012
4125,Balimela,18.225234,82.06208,437,417,142,Construction Vehicles,382,46,383,7,8,2012
4126,Bodocheka,19.357915,83.50702,437,417,142,Road Construction Camp,382,329,383,7,12,2012
4127,Sanaguchibhata,20.7167,83.4833,1514,1538,189,Son of Leader: Sashiram Boi,243,181,1546,7,11,2012
4128,Bodocheka,19.357915,83.50702,437,417,142,Road Construction Camp,382,329,383,7,13,2012
4129,Kamlapur,17.405285,75.136718,592,1538,266,Kishor Atram,243,181,383,7,18,2012
4130,Malkangiri,18.363526,81.895253,437,417,142,Excavator,382,329,383,7,20,2012
4131,East Garo Hills district,25.755953,90.677305,1514,130,26,Science Teacher: Dannybirth G. Momin,1813,1564,82,7,20,2012
4132,Telibagh,24.284148,86.093731,2036,786,164,Building,2121,265,1546,7,23,2012
4133,Imphal,24.775708,93.939106,2036,876,296,Residence of Engineer: Puyam Birendra Singh,2121,533,1414,7,25,2012
4134,Dasanapura,14.356772,75.294022,200,86,73,Leader: BML Krishnappa,1813,1564,1414,7,25,2012
4135,Podia,17.862768,81.407293,1514,786,171,Patrol,1813,1564,383,7,29,2012
4136,Podia,17.862542,81.406964,1514,786,171,Patrol,1813,1564,383,7,29,2012
4137,Onakkunu,12.172242,75.194651,437,786,433,Compound of Special Branch Sub-Inspector: K. V. Raghavan,371,403,4,7,30,2012
4138,Goalpara district,26.169455,90.619576,2036,313,18,Vehicle,2121,80,238,7,31,2012
4139,Pune,18.52043,73.856744,2036,417,12,Theater,2121,61,34,8,1,2012
4140,Pune,18.52043,73.856744,2036,1538,447,Civilians,2121,61,34,8,1,2012
4141,Pune,18.52043,73.856744,2036,417,10,Bank,2121,61,34,8,1,2012
4142,Pune,18.52043,73.856744,2036,368,43,Bridge,2121,61,34,8,1,2012
4143,Pune,18.52043,73.856744,2036,417,10,Bank,2121,61,34,8,1,2012
4144,Pune,18.52043,73.856744,2036,83,221,Unknown,2121,61,34,8,1,2012
4145,Imphal,24.759291,93.949328,2036,1538,189,House of Panchayat Candidate: Mutum Kameshor,2121,533,1414,8,1,2012
4146,Darimgre,25.49546,90.61682,1514,1538,186,Civilian: Clement Sangma,1813,1564,82,8,2,2012
4147,Madurai,9.925201,78.119775,2036,1538,266,Former Al Ummah Member: Umar Farook,2121,2,1414,8,4,2012
4148,Narayanpur,19.714948,81.245587,2036,786,433,Officers,2121,674,383,8,4,2012
4149,Jholaro,20.633077,82.062313,592,130,26,Teacher: Raiman Singh,243,181,383,8,7,2012
4150,Srinagar,34.069935,74.793683,1514,786,433,Former Deputy Superintendent of Police: Abdul Hamid Bhat,1813,180,2,8,10,2012
4151,Hadmamund,18.638763,81.444647,2036,83,221,Unknown,2121,315,383,8,12,2012
4152,Bhuliabandh,21.3333,83.6167,1514,786,433,Officer: Narayan Sunani,1813,1564,1546,8,13,2012
4153,Padmabil,26.440046,89.969767,2036,83,221,Unknown,2121,674,1414,8,13,2012
4154,Puthimari Nagaon,24.196876,91.833052,2036,83,221,Unknown,2121,674,1414,8,13,2012
4155,Sukma,18.390961,81.662323,437,417,142,Heavy equipment,382,329,383,8,13,2012
4156,Thoubal,24.65233,93.990834,2036,1538,19,Independence Day Celebration,2121,533,12,8,15,2012
4157,Imphal East district,24.780654,93.967437,2036,1538,447,Civilians,2121,80,12,8,15,2012
4158,Imphal West district,24.817544,93.916458,2036,1538,447,Civilians,2121,674,12,8,15,2012
4159,Makarpur,25.039984,84.982394,1514,1538,447,Civilians,1813,1564,383,8,20,2012
4160,Kalimela,17.838008,81.428585,2036,313,77,Combing Operation,2121,265,383,8,24,2012
4161,Ghatshila,22.571359,86.488679,2036,786,171,Patrols,2121,315,383,8,25,2012
4162,Churachandpur,24.35,93.7,2036,876,296,Development Office Director: C Hangsing,2121,533,1414,8,26,2012
4163,Nongren,24.853942,94.079128,2036,1538,16,Playground,2121,533,1414,8,26,2012
4164,Imphal,24.820041,93.934295,2036,876,296,House of Assistant Engineer: Ibochou Singh,2121,533,1414,8,26,2012
4165,Gulab Bagh,33.924756,75.083174,1514,876,315,Sarpanch: Qutub-ud-din Shah,1813,1564,1414,8,28,2012
4166,Malkangiri,22.356111,81.540833,1514,876,296,Panchayat Extension Officer: Sumaru,1813,1564,383,8,29,2012
4167,Imphal,24.778552,93.934128,2036,876,296,Chief Engineer: Ashok Kumar Khumanthem,2121,674,1414,8,29,2012
4168,Kumbi,24.432459,93.804188,2036,313,66,Soldiers,2121,75,12,9,5,2012
4169,Doom Dooma,27.568432,95.557388,2036,786,433,Police personnel,2121,533,238,9,6,2012
4170,Imphal,24.806299,93.948197,2036,313,66,18th Sikh Regiment Lance Naik: Ravinder Singh,2121,80,33,9,8,2012
4171,Guwahati,26.147221,91.735653,2036,786,171,Patrol,2121,533,238,9,8,2012
4172,Kumbi,24.43068,93.806198,2036,313,86,Patrol,2121,674,33,9,9,2012
4173,Pattam,34.16047,74.555116,200,876,315,Sarpanch: Ghulam Mohammad Yatoo,1813,1564,100,9,10,2012
4174,Imphal,24.825067,93.908987,2036,876,143,Office,2121,61,33,9,13,2012
4175,Heirok,24.584648,94.077457,2036,313,77,116th Battalion Soldier,2121,61,33,9,14,2012
4176,Sinapali,20.094218,82.654485,1514,1538,266,Trader: Satar Khan,1813,11,383,9,19,2012
4177,Imphal,24.806299,93.948197,2036,313,66,20th Battalion Soldiers,2121,80,33,9,23,2012
4178,Nowpora,34.211231,74.44377,1514,876,315,Deputy Sarpanch: Mohammad Shafi Teli,1813,1564,1414,9,23,2012
4179,Imphal,24.806299,93.948197,2036,313,63,Complex,2121,80,33,9,25,2012
4180,Imphal,24.806299,93.948197,2036,313,63,Post,2121,674,33,9,25,2012
4181,Moidangpok,24.77149,93.816204,2036,83,221,Unknown,2121,674,33,9,25,2012
4182,Balimela,18.225234,82.06208,592,1538,266,Village Guards,1813,1564,383,9,20,2012
4183,Kwatha Lamkhai,24.305319,94.261372,2036,313,66,Soldiers,2121,80,12,9,28,2012
4184,Dima Hasao district,25.446142,93.013695,1514,368,205,Train,1813,1564,50,10,5,2012
4185,Kommugudem,17.247049,80.149295,592,1538,447,Civilians,1813,1564,1546,10,6,2012
4186,Haflong,25.163535,93.01364,2036,83,221,Unknown,2121,674,50,10,7,2012
4187,Haflong,25.163535,93.01364,2036,1538,80,House of Hemanon Kemprai,2121,674,50,10,7,2012
4188,Imphal West district,24.817544,93.916458,1514,130,16,Residence of Principal: P Sounglianlol,1813,1564,1,10,7,2012
4189,Imphal West district,24.817544,93.916458,2036,313,66,Soldiers,2121,80,33,10,15,2012
4190,Dantewada,18.9,81.35,2036,786,433,Officers,2121,80,383,10,15,2012
4191,Gumia,23.801324,85.838262,33,417,221,Equipment and workers,382,329,383,10,15,2012
4192,Kalimela,18.363526,81.895253,592,1538,266,Contractors,1813,1564,383,10,16,2012
4193,Baipariguda,18.752868,82.431531,592,1538,266,Village Guard: Bhagaban Nayak,1813,1564,383,10,17,2012
4194,Machhakund,18.553137,82.488896,592,1538,447,Civilians,1813,1564,383,10,20,2012
4195,Imphal East district,24.780654,93.967437,2036,876,296,Municipal Commissioner: Soiraisaam Binarani,2121,533,1414,10,21,2012
4196,Bandhugaon,18.933338,83.257291,1514,1538,186,Civilian: Gumpha Kadraka,1813,180,383,10,21,2012
4197,Manikpur,23.842201,92.029768,592,1538,447,Civilians,1813,1564,62,10,24,2012
4198,Basugaon,26.462479,90.421928,2036,313,77,Forces,2121,533,1414,10,24,2012
4199,Malkangiri,18.363526,81.895253,592,876,315,Village Head: Pandu Madkami,1813,180,383,10,26,2012
4200,Kalimela,18.363526,81.895253,1514,417,142,Construction Site,1813,1564,383,10,28,2012
4201,Udalguri,26.746018,92.095943,2036,1538,447,Civilians,2121,533,106,10,29,2012
4202,Malkangiri,18.363526,81.895253,2036,313,66,Joint Forces,2121,265,383,10,29,2012
4203,Avaniyapuram,9.877102,78.113679,1514,1538,447,Civilians,382,46,1414,10,30,2012
4204,Kalimunda,20.515545,84.118266,437,417,142,Construction Equipment,382,329,383,11,3,2012
4205,Bijapur district,18.800412,80.815393,592,786,433,Assistant Sub-Inspector: Nilesh Pandey,1813,1564,1546,11,6,2012
4206,Koilibeda,19.963308,80.994045,2036,83,221,Unknown,2121,315,1414,11,6,2012
4207,Latehar district,23.755579,84.354205,2036,786,433,Officers,2121,315,383,11,8,2012
4208,Faraspal,18.939291,81.267797,200,1538,189,Convoy of Member: Mahendra Karma,2121,265,383,11,8,2012
4209,Williamnagar,25.508549,90.619114,1514,786,433,Sister of Superintendent Jerry F.K. Marak,1813,1564,82,11,9,2012
4210,Williamnagar,25.508549,90.619114,2036,786,433,Mother of Superintendent Jerry F.K. Marak,2121,265,82,11,9,2012
4211,Giridih,24.179793,86.306772,2036,786,4,Prisoner Escort Vehicle,2121,674,383,11,9,2012
4212,Imphal,24.806299,93.948197,2036,130,88,Building,2121,674,14,11,12,2012
4213,Palnar,18.724824,81.407688,437,130,88,School Truck,382,329,383,11,14,2012
4214,Nehru Park,34.09074,74.846053,1514,417,51,Liquor Store,1813,44,88,11,15,2012
4215,Bala,32.70373,74.855659,2036,417,51,Wine Shop,2121,533,1414,11,17,2012
4216,Sesaput,18.352486,81.953482,1514,1538,186,Civilian: Bheema Sesa,1813,1564,383,11,19,2012
4217,Tekda Motla,20.492954,80.540807,1514,876,315,Sarpanch: Narayan Shankar Sirangi,1813,1564,383,11,20,2012
4218,Dasmantpur,19.044766,82.919769,1514,1538,186,Civilian: Goura Chandra Dalai,1813,44,383,11,23,2012
4219,Rongrenggiri,25.541805,90.578986,1514,876,315,President: Deborah Marak,1813,180,1414,11,25,2012
4220,Usuruia,22.210076,85.247011,437,417,142,Construction Site,1813,1564,1546,11,26,2012
4221,Bhamragarh,19.414501,80.590422,1514,786,171,Patrol,1813,1564,383,11,27,2012
4222,Kanker,20.271944,81.493056,1514,1538,266,Peon,243,181,383,12,7,2012
4223,Senapati,25.273914,94.020763,2036,313,86,Convoy,2121,75,1414,12,9,2012
4224,Korbok,23.399772,91.752547,592,1538,447,Civilians,1813,1564,62,12,17,2012
4225,Garhwa,24.108456,83.677393,1514,417,142,Road Construction Equipment,1813,1564,383,12,26,2012
4226,Chandil,22.952885,86.059532,1514,786,433,Officers,1813,1564,383,12,27,2012
4227,Goripora,34.358352,74.433482,200,876,315,Sarpanch: Habibullah Mir,1813,44,88,1,11,2013
4228,Hardshiva,34.374612,74.449661,200,876,315,Panchayat Member: Zoona Begum,1813,1564,1414,1,12,2013
4229,Satbarwa,23.926562,84.256204,1514,786,164,Outpost,1813,1564,383,1,12,2013
4230,Imphal,24.797665,93.93855,2036,313,63,Battalion Headquarters,2121,61,12,1,25,2013
4231,Imphal,24.795247,93.936516,2036,368,43,Bridge,2121,61,12,1,25,2013
4232,Imphal,24.803497,93.949712,2036,130,88,School Grounds,2121,61,12,1,25,2013
4233,Imphal,24.840217,93.94666,2036,417,18,Farm,2121,674,12,1,25,2013
4234,Badildih,24.773331,86.068756,592,417,142,Construction Workers,1813,1564,383,1,26,2013
4235,Jaleshwar,26.046167,90.201657,2036,876,315,Member: Mainuddin Ahmed,2121,674,238,1,26,2013
4236,Gaurnagar,26.048565,90.200732,2036,83,221,Unknown,2121,674,238,1,26,2013
4237,Jaleshwar,26.046167,90.201657,2036,130,88,School Building,2121,674,238,1,26,2013
4238,Moriakichi,26.052473,90.558615,2036,1538,78,Bazaar,2121,674,238,1,26,2013
4239,Goalpara district,26.169455,90.619576,2036,1538,78,Market,2121,674,238,1,26,2013
4240,Goalpara district,26.072512,90.588679,2036,1538,78,Market,2121,674,238,1,26,2013
4241,Airkata,25.955265,90.101326,2036,1538,78,Bazaar,2121,674,238,1,26,2013
4242,Chirakhuti,26.035371,90.148237,2036,1538,78,Market,2121,674,238,1,26,2013
4243,Medartari,26.097699,89.972452,2036,1538,78,Market,2121,674,238,1,26,2013
4244,Khonghampat,24.887643,93.899882,2036,130,88,School Gates,2121,674,1414,1,27,2013
4245,Wangbal,24.609176,94.049135,2036,786,433,3rd Battalion Officers,2121,80,12,1,26,2013
4246,Badapada,18.472689,82.31917,200,876,315,Former Sarpanch: Kamal Lochan Anukam,1813,1564,383,1,29,2013
4247,Dainadubi,25.907054,90.772892,2036,876,143,Collection Office,2121,533,82,2,1,2013
4248,Williamnagar,25.49546,90.61682,1514,786,164,Building,1813,180,82,2,2,2013
4249,Kokrajhar district,26.516613,90.136788,2036,368,205,Railway Track,2121,80,3,2,3,2013
4250,Goh,19.876165,75.343314,1514,417,142,Construction Company Office,1813,1564,383,2,3,2013
4251,Patpani,20.736369,82.496925,1514,130,16,Shiksha Sahayak: Chaitanya Majhi,1813,1564,383,2,8,2013
4252,Punadih,25.540785,85.268411,592,1538,266,Tractor Drivers,1813,1564,383,2,10,2013
4253,Barkot,20.542442,82.554606,2036,876,296,Minister: Jairam Ramesh,2121,315,1546,2,13,2013
4254,Barkot,20.542442,82.554606,2036,876,296,Minister: Jairam Ramesh,2121,315,383,2,14,2013
4255,Williamnagar,25.49546,90.61682,1514,417,51,Archery Store,1813,44,82,2,15,2013
4256,Golaghat district,26.57701,93.171649,1514,1538,55,Vehicles,2121,533,10,2,16,2013
4257,Betagaon,26.635315,91.687549,592,417,142,Engineer: Chintala Paidi Raju,1813,1564,106,2,15,2013
4258,Kalantra,34.170873,74.472836,1514,876,315,Sarpanch: Javed Amed Wani,1813,1564,1414,2,24,2013
4259,Baramulla district,34.19905,74.34995,1514,876,315,Sarpanch: Javid Ahmad Khan,1813,1564,1414,2,24,2013
4260,Aurangabad district,24.749905,84.370896,9,417,9,Gas Station,2121,80,383,2,25,2013
4261,Handwara,34.397548,74.283081,1514,786,433,Officers,1813,44,8,3,2,2013
4262,Kachurthal,24.347124,92.653277,2036,130,88,Primary School,2121,674,1414,3,9,2013
4263,Srinagar,34.073104,74.778838,1514,786,164,Camp,2121,533,88,3,13,2013
4264,Manmaru,22.7429,85.335867,1514,1538,25,Manmaru Village,1813,1564,1546,3,13,2013
4265,Manmaru,22.743335,85.335567,1514,786,433,Officers,1813,180,1546,3,15,2013
4266,Sopore,34.287432,74.462385,1514,1538,266,Youth: Suhail Ahmed Sofi,1813,1564,100,3,19,2013
4267,Srinagar,34.083658,74.797368,1514,313,86,8th Battalion: Convoy,1813,180,8,3,21,2013
4268,Karimati,24.035711,84.477637,437,1538,55,Private Bus,382,46,1546,3,22,2013
4269,Daldalkuhi,21.298113,80.596609,592,1538,447,Civilians,371,403,383,4,1,2013
4270,Malda Kumar Roajapara,23.846698,91.909924,592,876,315,Chairperson: Bhagyarani Tripura,1813,1564,62,4,2,2013
4271,Seeram,23.4333,84.6833,2036,876,143,Panchayat Office,2121,674,1546,4,2,2013
4272,Chainpur,23.13583,84.240173,1514,786,171,Patrol,1813,180,1546,4,4,2013
4273,Dangia,20.397205,82.882905,1514,417,19,Liquor Manufacturing Unit,2121,315,1546,4,1,2013
4274,Maruthayil,12.008135,75.481079,2036,83,221,Unknown,2121,315,4,4,6,2013
4275,Chegro,24.028161,86.025524,2036,368,205,Railway Tracks,2121,674,1414,4,7,2013
4276,Unknown,23.35,85.33,2036,876,143,Block Development Office,2121,53,383,4,7,2013
4277,Gumla,23.04917,84.541669,2036,876,143,Block Development Office,2121,674,383,4,7,2013
4278,Chainpur,23.135398,84.247839,1514,786,164,Police Station,1813,1564,383,4,7,2013
4279,Bigha,24.656056,84.435647,2036,786,164,Residences of the 285 Commando Battalion for Resolute Action (CoBRA),2121,674,383,4,11,2013
4280,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4281,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4282,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4283,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4284,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4285,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,80,383,4,11,2013
4286,Jamui district,24.950248,86.175176,2036,876,143,Panchayat Building,2121,674,383,4,11,2013
4287,Jamui district,24.950248,86.175176,437,876,143,Building,4,403,383,4,11,2013
4288,Bigha,24.656056,84.435647,2036,786,164,Building for the 285 Commando Battalion for Resolute Action (CoBRA),2121,315,383,4,11,2013
4289,Mawbon,25.461952,90.914512,1514,876,296,Toll Gate Attendant: Akbar G Momin,1813,180,82,4,16,2013
4290,Swangre,25.580692,90.886703,1514,417,142,Labor Camp,1813,1564,82,4,16,2013
4291,Pungera,19.703365,81.254482,2036,368,74,Bus,2121,80,383,4,18,2013
4292,Mathili district,18.543826,82.222438,592,1538,266,Suspected Informants,1813,1564,1546,4,19,2013
4293,Imphal,24.823976,93.908887,2036,417,22,Complex,2121,315,1,4,20,2013
4294,Nuaguda,18.304173,82.066398,592,1538,266,Suspected Informants,1813,1564,1546,4,23,2013
4295,Mathili district,18.547731,82.219398,437,89,67,Cell Phone Tower,382,46,1546,4,24,2013
4296,Hygam,34.242779,74.503012,1514,786,433,Officers,1813,1564,88,4,26,2013
4297,Imphal,24.807149,93.949504,200,876,296,Minister: Ngamthang Haokip's Residence,2121,533,5,4,26,2013
4298,Kanker district,20.207901,81.251883,1514,786,433,Officers,1813,1564,1546,4,27,2013
4299,Unknown,23.614329,85.230102,200,25,21,Journalist: Jitender Singh,1813,1564,33,4,27,2013
4300,Sopore,34.287148,74.461527,200,876,315,Sarpanch: Ghulam Muhammad Bhat,1813,1564,1414,4,28,2013
4301,Mahupadar,18.606524,81.969846,200,876,315,Village Leader: Buduram Dharua,1813,1564,1546,5,2,2013
4302,Munger district,25.197613,86.540267,2036,1538,266,Private Guest House: Mahendra Singh,2121,674,383,5,6,2013
4303,Munger district,25.197613,86.540267,2036,1538,80,Private Guest House: Mahendra Singh,2121,674,383,5,6,2013
4304,Malkangiri,18.401443,81.94931,2036,876,143,Village Council Building,2121,265,383,5,7,2013
4305,Bijapur,18.8,80.8167,592,102,17,Brother of Leader Chinnaram Gota: Banshilal Gota,243,25,383,5,12,2013
4306,Minpa,18.23679,81.183095,1514,786,433,Joint Combing Operation,1813,1564,383,5,17,2013
4307,Bijapur,18.8,80.8167,1514,313,86,119th Battalion Patrol,1813,1564,383,5,19,2013
4308,Pallel,24.450119,94.023228,2036,786,164,Complex,2121,674,1414,5,20,2013
4309,Senapati district,25.275105,94.025322,200,102,75,Leader: Seikhopao Kipgen,1813,1564,1414,5,23,2013
4310,Darbha,18.865511,81.874222,200,102,17,Founder: Mahendra Karma,2121,265,1546,5,25,2013
4311,Nengsawakse,25.860614,90.515141,437,368,74,Bus,1813,180,82,6,5,2013
4312,Gadchiroli district,20.181843,80.006844,200,786,433,Patil: Rajesh Sadmake,1813,1564,1546,6,12,2013
4313,Kundar,24.92754,86.220503,1514,368,205,Train,2121,674,1546,6,13,2013
